labels,images_path
A7814,DataTrain1-0.png
A7814,DataTrain1-1.png
A7814,DataTrain1-2.png
A7814,DataTrain1-3.png
A7814,DataTrain1-4.png
A7814,DataTrain1-5.png
A7814,DataTrain1-6.png
A7814,DataTrain1-7.png
A7814,DataTrain1-8.png
A7814,DataTrain1-9.png
A7814,DataTrain1-10.png
A7814,DataTrain1-11.png
A7814,DataTrain1-12.png
A7814,DataTrain1-13.png
A7814,DataTrain1-14.png
A7814,DataTrain1-15.png
A7814,DataTrain1-16.png
A7814,DataTrain1-17.png
A7814,DataTrain1-18.png
A7814,DataTrain1-19.png
A7814,DataTrain1-20.png
A7814,DataTrain1-21.png
A7814,DataTrain1-22.png
A7814,DataTrain1-23.png
A7814,DataTrain1-24.png
A7814,DataTrain1-25.png
A7814,DataTrain1-26.png
A7814,DataTrain1-27.png
A7814,DataTrain1-28.png
A7814,DataTrain1-29.png
A7814,DataTrain1-30.png
A7814,DataTrain1-31.png
A7814,DataTrain1-32.png
A7814,DataTrain1-33.png
A7814,DataTrain1-34.png
A7814,DataTrain1-35.png
A7814,DataTrain1-36.png
A7814,DataTrain1-37.png
A7814,DataTrain1-38.png
A7814,DataTrain1-39.png
A7814,DataTrain1-40.png
A7814,DataTrain1-41.png
A7814,DataTrain1-42.png
A7814,DataTrain1-43.png
A7814,DataTrain1-44.png
A7814,DataTrain1-45.png
A7814,DataTrain1-46.png
A7814,DataTrain1-47.png
A7814,DataTrain1-48.png
A7814,DataTrain1-49.png
B1074QO,DataTrain2-0.png
B1074QO,DataTrain2-1.png
B1074QO,DataTrain2-2.png
B1074QO,DataTrain2-3.png
B1074QO,DataTrain2-4.png
B1074QO,DataTrain2-5.png
B1074QO,DataTrain2-6.png
B1074QO,DataTrain2-7.png
B1074QO,DataTrain2-8.png
B1074QO,DataTrain2-9.png
B1074QO,DataTrain2-10.png
B1074QO,DataTrain2-11.png
B1074QO,DataTrain2-12.png
B1074QO,DataTrain2-13.png
B1074QO,DataTrain2-14.png
B1074QO,DataTrain2-15.png
B1074QO,DataTrain2-16.png
B1074QO,DataTrain2-17.png
B1074QO,DataTrain2-18.png
B1074QO,DataTrain2-19.png
B1074QO,DataTrain2-20.png
B1074QO,DataTrain2-21.png
B1074QO,DataTrain2-22.png
B1074QO,DataTrain2-23.png
B1074QO,DataTrain2-24.png
